id,Indice,Indice_d,Categoria,Categoria_d,Grupo,Grupo_d,Elemento,Descricao,variavel,Categoria_key,Grupo_key
10.6.8,10,Background Factors,6,Demography,,,8,Maternal mortality rate,e_pematmor,10.6,10.6.
10.6.9,10,Background Factors,6,Demography,,,9,Population,e_wb_pop,10.6,10.6.
10.7,10,Background Factors,7,Conflict,,,,Conflict,,10.7,
10.7.1,10,Background Factors,7,Conflict,,,1,Civil war,e_civil_war,10.7,10.7.
10.7.2,10,Background Factors,7,Conflict,,,2,"Armed conflict, international",e_miinteco,10.7,10.7.
10.7.3,10,Background Factors,7,Conflict,,,3,"Armed conflict, internal",e_miinterc,10.7,10.7.
10.7.4,10,Background Factors,7,Conflict,,,4,Number of successful coup attempts in a year,e_pt_coup,10.7,10.7.
10.7.5,10,Background Factors,7,Conflict,,,5,Number of coups attempts in a year,e_pt_coup_attempts,10.7,10.7.
11,11,Appendix A: Structure of Aggregation,,,,,,Appendix A: Structure of Aggregation,,,
11.1,11,Appendix A: Structure of Aggregation,1,V-Dem Democracy Indices and Indicators,,,,V-Dem Democracy Indices and Indicators,,11.1,
11.2,11,Appendix A: Structure of Aggregation,2,Indices Created Using V-Dem Data,,,,Indices Created Using V-Dem Data,,11.2,
12,12,Appendix B: Glossary,,,,,,Appendix B: Glossary,,,
13,13,Appendix C: Background Notes,,,,,,Appendix C: Background Notes,,,
13.1,13,Appendix C: Background Notes,1,Civic and Academic Space,,,,Civic and Academic Space,,13.1,
13.2,13,Appendix C: Background Notes,2,Civil Liberty,,,,Civil Liberty,,13.2,
13.3,13,Appendix C: Background Notes,3,Civil Society Organizations,,,,Civil Society Organizations,,13.3,
13.4,13,Appendix C: Background Notes,4,Deliberation,,,,Deliberation,,13.4,
13.5,13,Appendix C: Background Notes,5,Direct Democracy,,,,Direct Democracy,,13.5,
13.6,13,Appendix C: Background Notes,6,Elections,,,,Elections,,13.6,
13.7,13,Appendix C: Background Notes,7,Exclusion,,,,Exclusion,,13.7,
13.8,13,Appendix C: Background Notes,8,Executive,,,,Executive,,13.8,
13.9,13,Appendix C: Background Notes,9,Judiciary,,,,Judiciary,,13.9,
13.10,13,Appendix C: Background Notes,10,Legislature,,,,Legislature,,13.10,
13.11,13,Appendix C: Background Notes,11,Media,,,,Media,,13.11,
13.12,13,Appendix C: Background Notes,12,Political Parties,,,,Political Parties,,13.12,
13.13,13,Appendix C: Background Notes,13,Political Equality,,,,Political Equality,,13.13,
13.14,13,Appendix C: Background Notes,14,Sovereignty,,,,Sovereignty,,13.14,
13.15,13,Appendix C: Background Notes,15,Subnational Democracy,,,,Subnational Democracy,,13.15,
13.16,13,Appendix C: Background Notes,16,Voting and Representation,,,,Voting and Representation,,13.16,
14,14,Appendix D: Post-Survey Questionnaire,,,,,,Appendix D: Post-Survey Questionnaire,,,
14.1,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,,Contemporary PSQ,,14.1,
14.1.1,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,1,Today’s date,v2zzdate,14.1,14.1.
14.1.2,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,2,Gender,v2zzgender,14.1,14.1.
14.1.3,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,3,Education,v2zzedlev,14.1,14.1.
14.1.4,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,4,Current educational status,v2zzcurred,14.1,14.1.
14.1.5,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,5,Country of education,v2zzedcnt,14.1,14.1.
14.1.6,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,6,Year of birth,v2zzborn,14.1,14.1.
14.1.7,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,7,Country of birth,v2zzbornin,14.1,14.1.
14.1.8,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,8,Country of residence,v2zzreside,14.1,14.1.
14.1.9,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,9,Years in country,v2zztimein,14.1,14.1.
14.1.10,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,10,Years away from country,v2zzyrsout,14.1,14.1.
14.1.11,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,11,Country of employer or university,v2zzempcnt,14.1,14.1.
14.1.12,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,12,Employer,v2zzemploy,14.1,14.1.
14.1.13,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,13,Democracy Scores,v2zzdemsc,14.1,14.1.
14.1.14,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,14,Free markets,v2zzfremrk,14.1,14.1.
14.1.15,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,15,Electoral democracy sympathy,v2zzelcdem,14.1,14.1.
14.1.16,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,16,Liberal democracy sympathy,v2zzlibdem,14.1,14.1.
14.1.17,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,17,Majoritarian democracy sympathy,v2zzmajdem,14.1,14.1.
14.1.18,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,18,Consensus democracy sympathy,v2zzcondem,14.1,14.1.
14.1.19,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,19,Participatory democracy sympathy,v2zzprtdem,14.1,14.1.
14.1.20,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,20,Deliberative democracy sympathy,v2zzdeldem,14.1,14.1.
14.1.21,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,21,Egalitarian democracy sympathy,v2zzegldem,14.1,14.1.
14.1.22,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,22,Time spent for coding,v2zztimespent,14.1,14.1.
14.1.23,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,23,Coding experience,v2zzsatisf,14.1,14.1.
14.1.24,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,24,Reason of satisfaction,v2zzreasatisf,14.1,14.1.
14.1.25,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,25,Another reason for coding,v2zzanfirstreas,14.1,14.1.
14.1.26,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,26,Another second reason for coding,v2zzansecreas,14.1,14.1.
14.1.27,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,27,Reason for coding,v2zzfirstreas,14.1,14.1.
14.1.28,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,28,Materials used,v2zzmaterials,14.1,14.1.
14.1.29,14,Appendix D: Post-Survey Questionnaire,1,Contemporary PSQ,,,29,Second reason for coding,v2zzsecreas,14.1,14.1.
14.2,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,,Historical PSQ,,14.2,
14.2.1,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,1,Year of birth,v3zzborn,14.2,14.2.
14.2.2,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,2,Country of birth,v3zzbornin,14.2,14.2.
14.2.3,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,3,Consensus democracy,v3zzcondem,14.2,14.2.
14.2.4,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,4,Current educational status,v3zzcurred,14.2,14.2.
14.2.5,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,5,Today’s date,v3zzdate,14.2,14.2.
14.2.6,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,6,Deliberative democracy,v3zzdeldem,14.2,14.2.
14.2.7,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,7,Democracy Scores,v3zzdemsc,14.2,14.2.
14.2.8,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,8,Country of education,v3zzedcnt,14.2,14.2.
14.2.9,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,9,Education,v3zzedlev,14.2,14.2.
14.2.10,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,10,Egalitarian democracy,v3zzegldem,14.2,14.2.
14.2.11,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,11,Electoral democracy,v3zzelcdem,14.2,14.2.
14.2.12,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,12,Country of employer or university,v3zzempcnt,14.2,14.2.
14.2.13,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,13,Employer,v3zzemploy,14.2,14.2.
14.2.14,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,14,Free markets,v3zzfremrk,14.2,14.2.
14.2.15,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,15,Gender,v3zzgender,14.2,14.2.
14.2.16,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,16,Liberal democracy,v3zzlibdem,14.2,14.2.
14.2.17,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,17,Majoritarian democracy,v3zzmajdem,14.2,14.2.
14.2.18,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,18,Participatory democracy,v3zzprtdem,14.2,14.2.
14.2.19,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,19,Country of residence,v3zzreside,14.2,14.2.
14.2.20,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,20,Role in project,v3zzrole,14.2,14.2.
14.2.21,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,21,Years in country,v3zztimein,14.2,14.2.
14.2.22,14,Appendix D: Post-Survey Questionnaire,2,Historical PSQ,,,22,Years away from country,v3zzyrsout,14.2,14.2.
